###category: vlieglessen###
De Hooghei;Jungle out of Afrika,Spooktochtavond,Nachtclub Surprise,Doldwaze Mexicaanse Nacht,Survivaltocht,Huifkartochten,Kaart & Kompas tocht,Mountainbiken,Solex-rijden,Spooktocht,4 in 1 Spel,Berenjacht,Levend-stratego,Op-jacht-naar-de-schat,Stropersjacht,Mini Boerengolf,Boeren Volleybal,Golf,Mountainbiking,Geitenmelkerij,Pottenbakkerij,Rundveehouderij,Abseilen,Bierkiststapelen,Klimtoren,Luchtdrukschieten,Paintball;Hooghei 71 5258 SX Berlicum;http://www.dehooghei.nl;073-5031241
Eventing.nl;Mountainbiken,Challenge Parcours,Touwbruggen,Speleologie,Klimmen,Abseilen,Kajakken,Tokkelen,Boogschieten,Bowlen,Fotospeurtocht,GPS,Netklimmen,Paintball,Vlotbouwen;Alphen aan den Rijn;http://www.eventing.nl/;0172-240000
Indoor Paintball Den Haag;Indoor Paintball;Kerketuinenweg 29 2544CV Den Haag;http://www.paintballdenhaag.nl/paintball.htm;070-4020506
Kabelbaan Valkenburg;Kabelbaan,Rodelbaan,Tubing,Lasergamen,Minigolf,Paintballen;Neerhem 44 6301 CJ Valkenburg;http://www.kabelbaan.nl;043-6090609
Kartplaza Actionworld;Karten,Bowlen,Lasergamen,Paintballen;Energiestraat 6 7442 DA Nijverdal;http://www.kartplaza.nl;0548 621003
Lesse Kayak s.a.;Kajakken,Paintballen,Bootje Huren,Klimmen,Abseilen,Speleologie,Mountainbiken,Quad Rijden,Wandeltochten,Boogschieten,Boottocht Maken,Boottocht Makne,Boottocht Maken,Brouwerij Bezoek;Place Baudouin Ier, 2 B 5500 Anseremme;http://www.lessekayaks.be;0032-(0)82-22.43.97
Marenland Recreatie;Kanoverhuur,Fluisterboten,Vlot bouwen,Paintball,Campinggolf,Kickbikes,Waterfietsen,Rondvaarten,Boogschieten,Blowgun,Bakfietsen;Winsumerdiep 6 9951 CG Winsum;http://www.marenland.nl;0595 - 442750
Omnivents;Hand- en kruisboogschieten,Clinic Schermen,GPS Adventure,Outdoor teambuilding,Sport en spel,Terreinrijden,Land Rover Safari,4x4 Cursus,Off Road teambuilding,Paintball,Quadrijden;Tielsestraat 129 6675 AC Valburg;http://www.zandhappen.nl/;0488-410444
Paintball Planet;Paintballen,Boogschieten,Touwtrekken,Challengeparcours,Kompaslopen;Bonegraafseweg 12 4051 CH Ochten;http://www.paintballplanet.nl/;0344 64 33 66
Paintzone;Paintballen;diverse locaties in Nederland;http://www.paintzone.nl;
Plezier Enzo;Paintball,Trial,Paintball in eigen straat,Paard en wagen,Zeezeilen,Ballonvaart,Kraan- of Shovel bedienen,Kruisboogschieten,Highlandgames,Quadrijden,4x4 rijden,Powerturnen,Zeilen op een botter;Wencopperweg 52 3771 PP Barneveld;http://www.quadrijdenenzo.nl/;0342-422545
Recreatiepark Dagstrand Oost-Maarland;Boogschieten & kruisboogschieten,Challengeparcours,Fietstochten & Tandemtochten,Gezelschapsspellen,Kratstapelen & Bamboobuilding,Levend Tafelvoetbal,Sumoworstelen,Mountainbiken,Paintball,Quad rijden op behendigheid,Steptochten,Traptrein,Vlotbouwen & torenbouwen;Oosterweg 5 6245 LC Oost-Maarland;http://www.dagstrand.nl;+31 43 409 44 41
Speelmansplaten Outdoor, boots & fun;Paintball,Quad rijden,Waterfietsen,Shoot Cours,Vaten game,Team challenge,Vlotbouwen;Oosterdam 3 Tholen;http://www.speelmansplaten.nl/;0166-604697
Total Blue Events;Casinoavond,Levend Ganzenbord,Las Vegas Avond,Laserwallshooting,Caribisch bedrijfsfeest,Rodeostier,Surfsimulator,Boog- en buksschieten,Boogie Body Funarrangement,Kopspijkerspel,Sambapercussieworkshop,Theater workshop,Wie is de mol?,Vuurspugen,4x4 rijden,Quadrijden,Deal or no Deal,Highlandgames,Zeskamp,Paintball,GPS Klootschiet Arrangement,Voetbal arrangement,Lasergame,Laserkleiduifschieten,Levend Tafelvoetbal,Boeren Spelen,GPS-tochten,Minikamp,Vlotvaren,Sumoworstelen,Beachgames,City GPS tocht,Jetskiën,Moordspel;;http://www.totalblue-events.nl;0315-237938
Total Outdoor Events;Paintball,Quad rijden,Terreinrijden,Klimmen,Boogschieten,Teambuilding,Kanovaren,Mountainbike,Challengeparcours,Kickbike,GPS Puzzeltocht;Korte Spruit 18 7773 NR Hardenberg;http://www.totaloutdoor.nl;0523 - 27 05 26
Umyak Buitensport;Klimmen,Abseilen,Op pad met Sill de strandjutter,Brandingkanoën,Surfkayakken,Kompas orientatietocht,Vlot bouwen,Mountainbiken (ATB),Zoektocht naar de schat van de Hertog van Ruyven,Nordic Walking,Kratstapelen,Touwbrug bouwen,Boogschieten,Raften,Ardennen golfen,Helicopterdropping,Ardennen kayakken,Klimmen en abseilen Ardennen,Ardennen kratstapelen,Labyrinth Ardennen,Ardennen mountainbiken,Ardennen Oriëntatietocht,Ardennen paintball,Ardennen quadrijden,Ardennen Speleologie,Ardennen vlotbouwen,Ardennen Bierbrouwerij Val Dieu,Ardennen Grotten van Remouchamps;Distributieweg 46   2645 EJ  Delfgauw;http://www.umyak.nl;015-2850092
Outdoorcentrum Bussloo;Paintball,Kickbike GPS tochten,Geocachinh kickbike,GPS wandeltocht,Boogschieten,Klootschieten,Kratstapelen,Oriëntatietocht,Vlotbouwen,Zeilen,Open kano clinic,Kano fun,Kubb,Workshop bouwen met bamboe,Workshop houtsnijden,Workshop Mozaiek,Workshop schilderen,Kinderfeestje Buks en Boogschieten,Kinderfeestje Treasurehunt,Kinderfeestje vlot bouwen,Kinder Piratenfeest,Kinder Indianenfeest,Kinder Stap Speurtocht,Kids Kano varen,Kids Pizza party,Waterfietsen,Groepskamperen;De Withagen Bussloo;http://www.outdoorcentrumbussloo.nl;038-4654877
Paintball Troopers;Indoor Paintball,Outdoor Paintball;C.T. Storkweg 15 -17 9403 AG Assen;http://www.paintballtroopers.nl/;0592-308244
Paintball Jungle;Paintball Park;Bolstoen 34 1046 AV Amsterdam;http://www.paintballjungle.nl/;020-6131129
Paintball Maastricht;Paintballen;Oosterweg 5 6245 LC Oost-Maarland;http://www.dagstrand.nl;043-4094441
Paintballcentrum Het Gooi;Paintballen;Industrieweg 12 1231 KH Loosdrecht;http://www.paintballcentrum.nl/;035-5828000
Playpaintball;Paintballen;Postbus 711 3700 AS Zeist;http://www.playpaintball.nl/;030-6971021
Strandheem Adventures;Paintballen;Parkweg 5 9865 VN Opende;http://www.strandheemadventures.nl/;
Indoor Paintball Rotterdam;Paintballen;Bergse Linker Rottekade 20 3056 LA Rotterdam;"<a href="""" id=""url"" target=""_blank""> Website</a>";
Outdoor Brielle;Paintballen,Buggy Toutochten,Kanoen,Vlot Bouwen,Kneeboarden,Boogschieten,GPS Tocht,Highland Games,Steppen;;http://www.outdoorbrielle.nl/;0181-669062
A15 Karting;Karten,Lasergame,Sumoworstelen,Kruisboogschieten,Indoor Paintball;Franklinweg 5 4207HX Gorinchem;http://www.a15karting.nl;0183-567050
Indoor Kartbaan Winterswijk;Karten,Lasergamen,Magic Bowlen,Paintball,Glow Golf;Tinbergenstraat 3 7102 JK Winterswijk;http://www.kartbaanwinterswijk.nl;0543-533480
Powerplay Adventures;Quad Rijden,Powerturn Racen,Amfibie,4x4 Quadrijden,4x4 Terreinrijden,Boogschieten,Luchtbuksschieten,Mega Katapult,Paintball,Moordtocht,6 Kamp,Klompengolf,Discgolf,Klootschieten,Solex Rijden,Western Games,Highland Games,Fietstrein,Fietsmix,Reuzenspelen,GPS Tocht,Levend Stratego,Bamboe Building,Klimpiste,Toggelen,Abseilen,Klimmen,Tokkelbaan,Varen,Jetboot Huren,Jetski Huren,Speedboot Huren,Workshop Trommelsessie,Workshop Schilderen,Workshop Sieraden Maken,Workshop Bonbons Maken,Workshop Schermen,Workshop Mozaïek,Workshop Goochelen,Workshop Wijnproeven,Workshop Kaasmaken,Workshop Vuur Spuwen,Workshop Ballon Modelleren;Hoogcasteren 25 5528 NP Hoogeloon;http://www.extream.nl/;0497-591521
De Voltage Indoor Entertainment;Bungee Soccer,Driftkarten,Farmers Fight,Fun Casino,Karaoke zingen,Karten,Klimwand,Knotsgekke Groepsfoto,Laserduel,Lasergame,Lasersquash,Mission Impossible,Duokart,Karten met kinderen,Paintball,Quizdome,Rodeostier,Shooterschallenge,Speelautomaten,Sumoworstelen,Westernhouse,Barbecue,Koffietafel,Steengrillen,Voltage Buffet;Groenstraat 139-391 5021 LL Tilburg;http://www.devoltage.nl;013-5800007
Kart Centre Roosendaal;Karten,Laser schieten,Minibikes,Paintball;De Stok 3 4703 SZ Roosendaal;http://www.ikcr.nl;
Jumping Henk's Westernpark;Paintball,Western Games,Oud Hollandsche spelen,Aprèski winterpaintball,Schietarrangement,Touwbaan parcours,Kompastocht,Kanovaren,Jeu de boules,Quad rijden,Kabelbaan tokkelen,Klimmen en abseilen,Forelvissen,Klootschieten,Handboogschieten,Wie is de mol?,Highland Games,Westernklompjes golf,Kinderfeestjes,Beach Party,Operatie stropers,Militair spel;Jonkersvaart 10 9366 TC Jonkersvaart;http://www.westernpark.nl;0594-643959
TIP Zuid-Limburg B.V.;Traptrein pannenkoekentour,Workshop zelf wijn maken in Limburg,Quad rijden in Zuid-Limburg,Beleef Maastricht,Culinaire slentertocht,Rondleiding luchthaven Maastricht-Aachen,Steenkolenmijn feestavond,Kastelen en natuurtocht Valkenburg,Grot biken diner arrangement,Bierbrouwerij rondleiding en proeverij,Grotbiken en spooktoch arrangement,Zeskamp teambuilding arrangement,Kerstborrel en nieuwjaarsborrel in grot,Workshop tapas maken,Ondergronds Mountainbiken,Survivaldag nabij Maastricht,Workshop culinair koken,Paintball in de grotten,Segway Tour,Laserquest in de grotten,Golfen door hartje Maastricht,Cocktail shaken Maastricht of Valkenburg,Kerstmarkt wandelarrangement Valkenburg,Dropping en steenkolenmijn arrangement,Salsa en tapas arrangement,Salsa en high tea arrangement,Citygame Maastricht,Saturday night cruise,Handboog en kruisboogschieten,Karaoke feest,Een dag werken in de natuur,Oud Hollandse spellen en grottenbrunch,Afrikaanse dag,Jeepsafari,Het Katakombe Mysterie,Limburgse Vlaai Bakken,Scootertocht,Kroegentocht stadsrondleiding Valkenburg,Mergel kunstworkshop;Postbus 15 6300AA Valkenburg;http://www.tip-zuidlimburg.nl;043-6013186
Break Out Grunopark;Skischool Groningen,Grunogolf,Tennispark,Kabel Waterskibaan,Schansen-Billboarden-Tokkelen-FreeAbseil,Roeibaan,Paintball,Boogschieten,Sterrenslag,Spektakeltocht,Spooktocht,Fiets en step puzzeltocht,Polaroidtochten,Auto Safari,Banaanvaren;Hoofdweg 163 9617 AD Harkstede;http://www.youtube.com/watch?v=2JgJFLH7I8c;050-5416371
"Paintball Centrum ""Bullet Factory""";Paintballen,Lasershot;Husternoard 2 9294 MX Oudwoude;http://www.paintball-bulletfactory.nl/;
Sport Events Terschelling;Blokarten,Whike,Powervliegeren,Searaften,Beachgolf,Boogschieten,Paintball,GPS-tochten,Mountainbiken,Nordic Walking,Strandvoetbal;Burg Reedekerstraat 29 8881 BZ Terschelling-West;http://www.sporteventsterschelling.nl;0562-444546
Outdoor International;Abseilen,ATBen,Bouwopdrachten,Bushtrail,Fietstochten,Handboogschieten,Highlandgames,Kanoverhuur,Klootschieten,Kratstapelen,Paintball,Pétanque,Pisool/buksschieten,Steporiëntatietocht,Steptocht met IVN-gids,Touwavontuur,Vlotvaren,Wandklimmen,X-peditie #6;Ulgersmaweg 22 9731 BT Groningen;http://www.outdoorinternational.nl;050-3183722
Taribush Events;A-lopen,ATB-Mountainbiketocht,Bierproeven,Bling Bling Bingo,Boerengolf,Boogschieten,Bosbowlen,Bosgolf,Bugxter toertocht,Demonstratie Klompen Maken,Excursie met de boswachter,Fiets Puzzeltocht,Herder blijf bij je schaap teambuilding,Hoezo Raar? Teambuilding,Indoor Skiën,Jagen en verzamelen,Kaart en kompas,Touwtrekken,Kano varen Drenthe,Katapult bouwen,Kennis wandeltocht,Kippen kijken,Klootschieten,Live Muziek,Oriëntatie kompastocht,Outdooractiviteiten Drenthe,Paintball,Pottenbakken,Segway Rijden,Eenwieler balanceren,Solex Rijden,Spelletjes roulette,Speurtocht,Steppen in Drenthe,Steppen voor koeien,Stoel massage,Survival Drenthe,Tandem fietsen,Tractor speurtocht,Wampex,Workshop Aboriginal Art,Workshop Clownerie,Workshop Cobra Kunst,Workshop Djembe Spelen,Workshop groepsschilderen,Workshop volksdansen,Workshop wichelroede lopen,Workshop Boomerang Gooien,Workshop Hekserij Drenthe,Workshop ontspanning;Hijkerweg 13 9411 LS Beilen;http://www.taribush.nl;0593-541824
HistoMobil;Paintball,Boerengolf,Indoorgolf,Kanotocht,GPS Motorboottocht,Punterpuzzeltocht,Fietsboot,Diner Levend Monopoly;Cornelisgracht 42 8355CH Giethoorn;http://www.combats.nl;0521-361498
Omni Mobilae;Kronkelpad,Paintball,Klimmen/Abseilen,Kratstapelen,Touwbanen,Junglepad,Power Tower,Schietcombinatie,Highlandgames,Vlotbouwen,Mountainbiken,Klootschieten,Fietspuzzeltocht,GPS Tochten,Challengeparcours,Segways,Zeskampen,Luchtkussen huren;Raarhoeksweg 63a 8102 SZ Raalte;http://www.omnimobilae.nl;0572-355876
Party & Kartcenter Echt;Karten,Bowlen,Paintball,Boogschieten,Sumo Worstelen,Kratstapelen,Percussie,Salsa Dansen,Streetdance Workshop,Line Dance Workshop,Theatersport,Cocktailworkshop,Schermen,Vechtsporten,Casino Workshop,Race Clinic,Boeren Spelen,Levend Tafelvoetbalspel,Boardingvoetbal,Speedcheck,Doelschietwand,Rodeostier,Stormbaan,Gladiatorenspel,Zeskamp,Film Workshop,Buksschieten,Highland Games,Ridder Games;Bandertlaan 9 6101 NL Echt;http://www.pke.nl/;0475-418900
Outlive Experience;Teambuilding Maastricht,Bomal-sur-Ourthe - Ardennen Paintball,Bomal-sur-Ourthe - Kanoën,Bomal-sur-Ourthe - Speleologie,Bomal-sur-Ourthe - Challengeparcours,Bomal-sur-Ourthe - Tokkelen,Bomal-sur-Ourthe - Abseilen,Bomal-sur-Ourthe - Boog- en buksschieten,Bomal-sur-Ourthe - Quad rijden,Bomal-sur-Ourthe - Vlot bouwen,Bomal-sur-Ourthe - Mountainbiken,Bomal-sur-Ourthe - Nachtdropping,Bomal-sur-Ourthe - Raften,Bomal-sur-Ourthe - Paardrijden,Bomal-sur-Ourthe - Adventure Dag,Bomal-sur-Ourthe - Bedrijven Bergsport Dag,Bomal-sur-Ourthe - Bedrijfsuitje Ardennen,Bomal-sur-Ourthe - Alleenstaande ouder vakantiearrangement,Bomal-sur-Ourthe - Survival arrangement voor licht verstandelijk gehandicapten,Bomal-sur-Ourthe - Driedaags Winter Outlive Arrangement,Bomal-sur-Ourthe - Personeelsuitje Outdoor Arrangement,Bomal-sur-Ourthe - Voordeel Outdoor Ardennen Arrangement,Bomal-sur-Ourthe - Vrijgezellenfeest in de Ardennen,Bomal-sur-Ourthe - Weekend Paint Ball,Bomal-sur-Ourthe - Trek in Backpack!,Bomal-sur-Ourthe - Indiaans Kano,Bomal-sur-Ourthe - Driedaags Survival Schoolkamp,Bomal-sur-Ourthe - 5-daags Ardennen Survival Kennismakingskamp;G.H.A. de Zeeuwstraat 24 1827 PC Alkmaar;http://outdoor.ardennen-survival.nl/;072-5315126
Wolvies Outdoorsports;Klimmen,Extreme Survival,Boogschieten,Mountainbiken,GPS Route,Nordic Walking,Bivak Route,Paintballen,Boulderen;Einsteinweg 27A 3752LW Bunschoten Spakenburg;http://www.wolvies.eu;06-44898171
Allventure;Sterrenslag,GPS Biertocht,GPS Wijntocht,Off-road mountainbiken,Paintballen,Solex Tour,Workshop Handboogschieten,Workshop Schermen,Romeins Spektakel,Western Games,Country & Western Feest,Tropisch Feest,Apres Ski Party,Hollands Feest,Pitch & Putt,Kleiduifschieten,Actieve reizen Ardennen/Madrid/Sauerland/Willingen,Schoolactiviteiten,Mobiele Schaatsbaan;Bolder 18 6582BZ Malden;http://www.allventure.nl;024-3881847
Paintball Centrum Nijmegen;Paintballen,Highland Games,Oudhollandse Spelen;De Meeuwse Acker 20-29 6546 DZ Nijmegen;http://www.paintballcentrum.eu;06-52413921
The Paintball Game;Paintballen;Zuidbuurt 85a 3132 KA Vlaardingen;http://www.youtube.com/watch?v=crSK8wdXnp0;079-5939 117
"L&S; Events";Solex Rijden,Klootbowlen,Paintball in Nunspeet,Schilderen,Harderwijk per GPS,Mountainbiken,Teambuilding,Schietprogramma,Zeskamp,Kaart- en kompastocht met GPS,Klootschieten,Oud Hollandse Spelen,Steppen,Dropping Daf 328,ATB per GPS,Tandemtocht,Veluwse Boerendag,Bottertocht,Dagprogramma Ouderwets Veluwe,Harderwijk by night,Casino Night;Buys Ballotstraat 5c 3846 BG Harderwijk;http://www.ls-events.nl;0341-460104
Simia Buitensport;Paintball,Klimmen,Teambuilding Activiteiten,Boogschieten,Kratklimmen,GPS Wandeltochten,GPS Mountainbiketochten,Clinic Mountainbiken,Survival activiteiten,Disc Golf;Beekdalseweg 1 6731 SG Otterlo;http://www.simia-buitensport.nl;0318-620940
Borger Adventure;Paintball,Klimmen en Trapezesprong,Abseilen,Schieten als bandieten,Highlandgames,Kratstapelen,Fotopuzzeltocht,Dropping,Mammoettrein,Sumoworstelen,Bosspel jager en prooi,Klootschieten,Darten,Western Arrangement;Rolderstraat 1a 9531 TC Borger;http://www.borgeradventure.nl;0599-238411
Gladiator Sports;Paintballpark,Crazy Laser Land,G.I. Jane & Bride-to-be arrangement,Piggy Hunt,Crazy Laser Kidsparty;Hugo de Vriesweg 23B 1331 AG Almere;http://www.youtube.com/watch?v=gEvGRT5XFCk;06-53703880
Markant Outdoorcentrum;Klimmen,Survival,Paintball,Kanoën,Mountainbiken,Bedrijfstrainingen en teambuildingprogramma's,Summer Camps Holland;Gildeweg 7 7047 AR Braamt;http://www.youtube.com/watch?v=fHo0vWTxFMg;0314-335449
SBP Outdoor;Wandklimmen,High Rope met Tokkelbaan,High Adventure tot 15m!,Klimtoren met tokkelbaan,Kratstapelen,Abseilen,Steptochten,Nordic Walking,Klootschieten,Klompengolf,Natuurwandelingen,GPS tocht,Paintballen,Mountainbiken,Challengeparcours,Speleo Traject,Handboogschieten,Doelschieten,Indoor Challenge,Sumo Worstelen,Klimmen,Vlotten bouwen,Tobbe Dansen,Beeldhouwen,Mozaïeken,Houtbewerken,Brood & Vuur,IJzer smeden,Schilderen,Primitief koken op vuur,Paverpol beeldjes maken,Vilten,Djembé,Tai Chi,Karikatuur Tekenen;Witrijtseweg 15 5571 XJ Bergeijk;http://www.sbp.nl;0497-514698
Steketee Outdoorcentrum;Koken met Bas,Oosterse Kooksessie,Middellandse Zee Kooksessie,Paaldansen met Saskia,Wijnproeverij,Sieraden maken,Salsa,Nordic Walking,Kindersurvival,Kinderfeestje Paintball,Meisjesfeest,Vrijgezellenfeest Heren Jackass,Vrijgezellenfeest Heren Hengstenbal,Vrijgezellenfeest Dames Fear Factory,Paintballen,Adventure Game,GPS Zwerftocht,Schiet Sessie,Ridderspelen,Survival Training Commando Instructeurs,Combatlaser,XL-Games,Boogschieten,Schooldag,Landelijke route met tractor en huifkar,Boerenzeskamp,Boerenlunch,Boerengolf,Paintballart,Bushcraft,Nordic Walking;Heimolendreef 12 A 4715 TC Rucphen;http://www.activiteiten.nu;0165-560870
Veluwe Events;Paintball,Handboogschieten,Solextocht,Schilderen,Klootschieten,Kruisboogschieten,Mountainbike clinic,Mountainbike tocht,Trabant Rally,Boerendag,Legertruck Dropping,Helikopterdropping,Laser Kleiduiven Schieten,GPS Tocht,Bushcraft & Survival,Zeskamp,Army Tour,Oud Hollandsche Spelen,Kompastocht,Harderwijk Kompastocht,Tandemtocht,Steppen,Mountainbiken,Bugxtertocht,Weekend Zweden,Belgische Ardennen;Buys Ballotstraat 5c 3846 BG Harderwijk;http://www.veluwe-events.nl;0341-432014
Watersi- en Outdoorcentrum Ermerstrand;Kabel-waterskien,Paintball,Outdoor Klimmen,Highland Games,Beachvolleybal,Handboogschieten,Mountainbiken,GPS Tochten;Steenbakkerweg 3 7843 RM Erm;http://www.tasports.nl/;059-564249
Acting-Out;Blokken Stapelen,Touwtrekken,Vlot Bouwen,Spinnenweb,Kopspijkers,Kratten Stapelen,Bouwen met Bamboe,Beach Volleyball,Wereldballen Race,Broeklopen,Stelten Lopen,Drakenboot Varen,Zeilen,Zodiac Varen,Roeien,Kanoen,Vlot Bouwen,ATB Tocht,Zeiltocht,Dropping,Step Tocht,Luchtbuks Schieten,Handboogschieten,Kleiduiven Schieten,Lasershooting,Laser Kleiduiven Schieten,Schermen,Percussie,Handboogschieten,Klimmen,Paintballen,Roofvogelshow,Sumo Worstelen;Postbus 711 3700 AS Zeist;http://www.acting-out.nl;030-6971021
Paintball-Games;Paintballen;Noordstraat Venhorst;http://paintball-games.info/;0492-351870
SWAT-Outdoor;Paintball,Solex Rijden,Buggy Cross,WadLopen,Wijnproeverij;Klaroenstraat 15 6004 DP Weert;http://www.swat-outdoor.com/;
X-tra Outdoor;Bergklimmen en Abseilen,Challengeparcours,Dropping en Kompastochten,Fotospeurtochten,GPS Tochten,High Rope Course,Kajakken,Mountainbiken,Nordic Walking,Paardrijden,Paintballen,Raften,Samenwerkingsopdrachten,Speleologie,Vlotbouwen,Blaaspijpschieten,Boogschieten,Buksschieten,Kruisboogschieten,Dropping,Spinnenweb,Boomstammen Dragen;Heuveleindstraat 11 5371 NL Ravenstein;http://www.xtraoutdoor.nl/;0486-473410
PUUR! Buitensport & Kanoverhuur;Kanoen,Jeux du Boer,Malpie-Cruisen,Solex Huren,Country Golf,Schiet Clinic,Kick Bike Steppen,Loltrap Fietsen,Paintball,Kinder Paintball,Crime Scene Investigation,Survival Games,Mountainbiken,Outdoor Laser Combat,Prison Break,Disc Golf,Workshop Schilderen;Molenstraat 211 5556 TA Valkenswaard;http://www.puurkanoverhuur.nl/;
Outdoor Playground;Boerenklompgolf,Boerenbosgolf,Boerenspellen,Boeren-Knecht-Competitie,Baantjer Valkenswaard,Cruise-Biken,Kanotochten,Schietkelder,Panda 4x4 Tour,Flintstones-Fiets,Schietclinic,Indoor Shoot,Outdoor Paintball,Solextocht;Hoeve 7A 5556 TB Valkenswaard;http://www.outdoor-playground.nl/;
Adventure Sport;Kanoen,Adventure Parcours,Orientatietochten,GPS Adventure,Steptochten,Shooting Gallery,Touwbanen en Tokkelbaan,Boerengolf,Da Vinci Code,Highland Games,Boerendag,Paintball,Junior Adventure;Postbus 62 5388 ZH Nistelrode;http://www.adventure-sport.nl;0413 -377255
Eventing Outdoor Incentives;Mountainbiken,Challenge Parcours,Touwbruggen,Speleologie,Klimmen & Abseilen,Kajakken,Tokkelen,Boogschieten,Via Ferrata,Bowlen,Bushwalk,Darten,Fotospeurtochten,GPS Tochten,Netklimmen,Orientatietochten,Paintballen,Vlotvaren;Kalkovenweg 56 2401 LK Alphen aan den Rijn;http://www.eventing.nl/;0172-240000
Paintball Centrum De Grote Wielen;Paintballen;Butlan 1 8926 XH Leeuwarden;http://www.paintballdegrotewielen.nl/;0511-431777
Fort Actions Paintball;Paintballen;Van Bijnenlaan 3 3972 GS Driebergen;http://www.fortactions.nl;0343-517783
Painball Park Flevoland;Paintballen;Trekweg Almere-Buiten;http://www.paintballparkflevoland.nl/;036-5300700
Dike Farm Paintball Games;Paintballen;Sevenumse Dijk 1aq 5993 NK Maasbree;http://www.dfpaintball.nl/;077-4657250
Buggyverhuur;Buggy Huren,Paintballen;Midden Peelweg 5975 MZ Sevenum;http://www.buggyverhuur.nl/;
Ace Paintball;Paintballen;Postbus 349 4600 AH Bergen op Zoom;http://www.acepaintball.nl/;0164-254484
Andre's American Paintball;Paintballen;Molbergsweg 1 7418 GA Deventer;http://www.anampa.nl/;0570-517140
Pelsers Target Events;Laserkleiduif Schieten,Blaaspijp,Hand-kruisboog Schieten,Oud Hollandse Spelen,GPS Tochten,Fiets Tochten,Step Tochten,Brommer Tochten,Wandel en Schiet Tochten,Autotocht,Motortocht,Huifkartochten,Maastrichtse Speurderstocht,Maastricht by Boat,Grotbiken,Grotspeurtocht,Grotpaintbal,IJshockey Clinic,Skiken,Discgolf,Zeskamp,Casino Avond,Karaoke avond,Boerengolf,Spooktocht,Valkerij Workshop,Line Dance Workshop,Mergel Workshop,Workshop Afrikaans Trommelen,Workshop Schermen,Workshop Schilderen;Geverikerstraat 22 6191 RP Beek;http://www.pelserstargetevents.nl/;046-4379850
Rongen Aktief;Ballonvaren,Bosgolf,CuBoKo,Darten,Frisbeegolf,Fun & Challengegames,Klootschieten,XL Games,GPS Opdrachten,Kanotochten,Rotsklimmen,Palmboom Klimmen,Vuurtoren Klimmen,Kratklimmen,Bungeerun,Hindernisbaan,Jungle Track,Kickcenter,Levend Tafel Voetbalspel,Rodeoshow,Sumo Worstelen,Tobbedansbaan + Zwembadje,Hand & Kruisboog Schieten,Laserbattle,Paintballen,Steppen,Fiets Verhuur,Aqua Volleybalveld,Kanoen,Water Trampoline,Workshop Skiken;De Staat 15 5845 GD Sint Anthonis;http://www.rongenaktief.com/;0485-383242
Zalen Centrum Spalink;Grote zaal - feesten 400 personen,De Kegelbaan - tot 50 personen - Kegelen Kruisboogschieten,Barbecuezaal,Paintballen;Koelenbeekweg 10 7678 TP Geesteren;http://www.spalink.nl;0546-681338
Ultimate Adventures;Steppen,Fietsen,Varen - canadese kano - sit on top - raftboot,Paintballen,Boogschieten,Klimmen & Abseilen,Teamspelen,Citysurvival Deventer,Borculo Ultimate Adventure,Al Paso Blackfoot Trail,Borculo Safaritour,Zutphense Hanze Avontuur,Borculo Experience,Linksom of Rechtsom,Het Zwieps Avontuur,High Tea Active Markelo;Geesterse Binnenweg 4 7271 VX Borculo;http://www.ultimateadventures.nl;0545-272611
Partyhouse De Boomhut;Arabic Night,Artiesten Party,Bruiloft,Buksschieten,Caribian Night,Carnaval Party,Casino Avond,Country & Western,Disco of Back to the 60th's/70th's/80th's,Handboog Schieten,Karaokeshow,Kinderfeesten,Kruisboogschieten,Maffia Night,Maffia Ontvoering,Magnum Shooting,Mexican Party,Oertijd Party,Oud Hollandse Spelen,Paintball,Party Service,Salsa & Merengue,Tiroler Abend,Twenste Avond,Vrijgezellen Avond,Zwerver Avond;Industriestraat 61 7553 CL Hengelo;http://www.deboomhut.nl;074-2509369
Erve Hulsbeek;Schietactiviteiten,Klootschieten,Paintball,Mountainbiken over het ATB parcours van het Hulsbeek,Quadrijden,Outdoorprogramma's,Paardenmennen,Natuurwerkdag: maatschappelijk verantwoorde teambuilding,Casinospelen,Highlandgames,Oud Hollandse Spelen,Zeskampspelen,Roofvogeldemonstratie,Wijnproeverij,Twentse dag met klootschieten en huifkartocht,Demonstratie schapendrijven door schaapsherder het Hulsbeek,Themafeest Pianoroom,Bob en Bep's gruwelijke griezelfeesten,Verrassende of zingende oberavond,Moorddiners,Griezeltocht,Halloweenfeest,Rock & Roll avond met workshop Saterday night fever, digitale jukebox,Country and Western avond met workshop linedance,Moordtocht,Huttenkloastocht,GPS-tocht,Zintuigentocht over het Hulsbeek onder begeleiding van een verhalenverteller,Puzzeltocht,Muziek- en dansworkshops,Workshop schilderen,Workshop beeldhouwen,Kleurenanalyse,Gecoached worden door paarden,Demonstratie en workshop glasblazen,Demonstratie en workshop goochelen;Oude Almeloseweg 13 7576 PE Oldenzaal;http://www.hulsbeek.nl;0541-513311
Starworld Enschede;Paintball,Lasergame,Buggytour,Brommertour,Bowlen, snooker en pool;J.J. van Deinselaan 28 7541 BR Enschede;http://www.star-world.nl;0546-125412
